warehouse_number,sap_code,oracle_code,condition,description,part_number,tag_number,MANUFATURE_CO,unit_of_measure,category
10,2200002529,0190506810100508,NEW,Gaskets For Valvs Body Typ 1021 Dn80 Pn,TYPE 102 / DN 80 PN 64,FV-58001,,PC,ZSPR
10,2200002530,0190506810100527,NEW,Gaskets For Valvs Body Typ 1021 Dn100 Pn,TYPE 102 / DN 100 PN 64 SET = 2 METAL GASKET,FV-58001,,PAC,ZSPR
10,2200002531,0190506810100531,NEW,Gaskets Set For Valve Body Type 1021.Dn2,TYPE 102 / DN 200 PN 64,FV-58001,,PC,ZSPR
10,2200002532,0190506810100546,NEW,Gaskets For Valvs Body Typ 1030 Dn 250 P,TYPE 1030 DN 250 PN 64,FV-58001,,PC,ZSPR
10,2200002533,0190506810100565,NEW,Simritgroove Ring N 85101,N85-101,FV-58001,,PC,ZSPR
10,2200002534,0190506810100570,NEW,Hydrofit Strainer As8595 710,AS85-957110,FV-58001,,PC,ZSPR
10,2200002535,0190506810100584,NEW,Perbunangroove Ring 0400,0400,FV-58001,,PC,ZSPR
10,2200002536,0190506810100593,NEW,Pneumatic Relay Type V309-3 Pn 179264,TYPE V309-3 GULDE PN 179264,FV-51005 / FV-52002 / PV-55002 / LV-54014,,PC,ZSPR
10,2200002537,0190506810100605,NEW,Adjusting Switch Typewkev 011-14571,25-DN44-64SITZQ101,,,PC,ZSPR
10,2200002538,0190506810100610,NEW,Non Return Valve Typerhz 12-Rlr-Ed,TYPE PH-Z/2-PLR PN 791796,FV-51005 / FV-52002 / PV-55002 / LV-54014,,PC,ZSPR
10,2200002539,0190506810100629,NEW,150d/84 Complete Valve Pv 51002,25-DN41-64SITZQ101,PV-51002,,PC,ZSPR
10,2200002540,0190506810100643,NEW,Packing For Butterflyvalves Type2016nw80,25-DN4532-64SITZQ101,LV-57003B,,PC,ZSPR
10,2200002541,0190506810100722,NEW,Lock Up Valve H71 40220,40220,,,PC,ZSPR
10,2200002542,0190506810100756,NEW,911612839 P 450,9116 - 12839 - P450,LV-57003B,,PC,ZSPR
10,2200002543,0190506810100761,NEW,2016250 Tw A O 25,2016 - 250 - 25,LV-57003B,,PC,ZSPR
10,2200002544,0190506810100775,NEW,Perbunan Goint Ring 68275,2016 - 250 - 25,LV-57003B,,PC,ZSPR
10,2200002545,0190506810100780,NEW,Sinrit Groove Ring Nss103,N55 - 103,LV-57003B,,PC,ZSPR
10,2200002546,0190506810100799,NEW,Perbunan O Ring R60x25,R-60X2.5,LV-57003B,,PC,ZSPR
10,2200002547,0190506810100801,NEW,Perbunan O Ring R400x4,R-40 0X4,LV-57003B,,PC,ZSPR
10,2200002548,0190506810100816,NEW,2016200 Twa,2016200 TWA,LV-57003B,,PC,ZSPR
10,2200002549,0190506810100835,NEW,Gaskat For Pv 33204,25-DN419-64SITZQ101,PV-33204,,PC,ZSPR
10,2200002448,0190506810100840,NEW,Gaskat For Hv 33801,25-DN414-64SITZQ101,HV-33801,,PC,ZSPR
10,2200002449,0190506810100888,NEW,Perbunan Groove 400 Pos 36,400 POS 36,HV-33801,,PC,ZSPR
10,2200002450,0190506810100914,NEW,Set Of Body Gaskets (5),POS 45,HV-33801,,PC,ZSPR
10,2200002451,0190506810100929,NEW,Set Of Body Gaskets (4),POS 52,HV-33801,,PC,ZSPR
10,2200002452,0190506810100933,NEW,Set Of Body Gaskets (3),POS 53,HV-33801,,PC,ZSPR
10,2200002453,0190506810100948,NEW,Set Of Body Gaskets (1),POS 54,HV-33801,,PC,ZSPR
10,2200002454,0190506810100952,NEW,Set Of Body Gaskets (2),POS 55,HV-33801,,PC,ZSPR
10,2200002455,0190506810100967,NEW,Gasket Q 50mm,50,HV-33801,,PC,ZSPR
10,2200002456,0190506810100971,NEW,Gasket Q 25mm,25,HV-33801,,PC,ZSPR
10,2200002457,0190506810100986,NEW,Gasket P 0534,POS 34,HV-33801,,PC,ZSPR
10,2200002458,0190506810101010,NEW,"Pneumatic Sealing Actuator,Xv52031",PN - 160844,XV-52031 / XV-52036,,PAC,ZSPR
10,2200002459,0190506810101058,NEW,Xv-52031 O Ring Itemg,RING,XV-52031 / XV-52036,,PC,ZSPR
10,2200002460,0190506810101069,NEW,Sr 0.4:1.5 Actuartor Gulde,ACTUARTOR,,,PC,ZSPR
10,2200002461,0190506810101081,NEW,Diahragm For P45080,101450180 PN 16/420,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002462,0190506810101091,NEW,Actuator Shaft Pn287481,PN 287481,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002463,0190506810101103,NEW,O-Ring Pn 156698,PN 156698,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002464,0190506810101130,NEW,طقم Sealing هواء Viton For Fv109 10قطعة,10,,,PAC,ZSPR
10,2200002465,0190506810101156,NEW,Diaphragm For V Type 1018,TYPE 1018,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002466,0190506810101161,NEW,Plug For V Type 1018,TYPE 1018,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002467,0190506810101175,NEW,Seat For V Type 1018,TYPE 1018,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002468,0190506810101180,NEW,Gasket For V Type 1018,TYPE 1018,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002469,0190506810101199,NEW,Teflon Ring For V Type 1018, TYPE1018,XV-52807 / TV-52805 / XV-52805,,PC,ZSPR
10,2200002470,0190506810101221,NEW,Gasket Guld Pn 1856022,PN 1856022,LV-54014A,,PC,ZSPR
10,2200002471,0190506810101270,NEW,Seal Ring 130*150*7.5mm Nbr,25-DN44-64SITZQ101,,,PC,ZSPR
10,2200002472,0190506810101297,NEW,Pv 52010,52010,XV-52031,,PC,ZSPR
10,2200002473,0190506810101299,NEW,Piston Valve Fv 52010,25-DN43-64SITZQ101,FV-52010,,PC,ZSPR
10,2200002474,0190506810101314,NEW,Seat Ring Gulde,RING,LV-57012,,PC,ZSPR
10,2200002475,0190506810101333,NEW,Packing Ring 1set 8pcs Gulde,8,LV-57012,,PAC,ZSPR
10,2200002476,0190506810101348,NEW,Actuator Valve Tag No. Lv-57003a,TOG NO TYPE 3024/GA1.41 - 105,LV-57003A,,PC,ZSPR
10,2200002477,0190506810101359,NEW,Actuator Gulde P 450,25-DN41-64SITZQ101,,,PC,ZSPR
10,2200002478,0190506810101371,NEW,Measuring Spring Nox3,3,,,PAC,ZSPR
10,2200002479,0190506810101386,NEW,Pneupositioner 4765 With Two Pressgauge,4765,,,PC,ZSPR
10,2200002480,0190506810101389,NEW,Actuator Eckord 1000,1000,,,PC,ZSPR
10,2200002481,0190506810101410,NEW,Piston Ring P.No:24b9826x012,012,,,PC,ZSPR
10,2200002482,0190506810101420,NEW,Plug/Ret/C-Seal&Stem P.No:37b1665f0a2,2,,,PC,ZSPR
10,2200002483,0190506810101430,NEW,Cage P.No:37b535x022,022,,,PC,ZSPR
10,2200002484,0190506810101440,NEW,"Seat Ring,Whisper P.No:29a9704x022",022,,,PC,ZSPR
10,2200002485,0190506810101450,NEW,Gasket P.No:10a3265x112,112,,,PC,ZSPR
10,2200002486,0190506810101460,NEW,Gasket P.No:10a3266 X 082,25-DN41-64SITZQ101,,,PC,ZSPR
10,2200002487,0190506810101470,NEW,Packing Ring P.No:1d7518x0132,0132,,,PC,ZSPR
10,2200002488,0190506810101480,NEW,Packing Ring P.No:1u6768x0022,0022,,,PC,ZSPR
10,2200002489,0190506810101490,NEW,Packing Ring P.No:1j87345072,87345072,,,PC,ZSPR
10,2200002490,0190506810101500,NEW,Piston Actuator Sealing For Fv-51005,51005,FV-51005,,PAC,ZSPR
10,2200002491,0190506810101570,NEW,"Complete Control Valve,Type:Hv57040",57040,,,PC,ZSPR
10,2200002492,0190506810101600,NEW,Seat Retainer,SEAT,,,PC,ZSPR
10,2200002493,0190506810101610,NEW,Backup Ring Pn 10a4208x012,25-DN40-64SITZQ101,,,PC,ZSPR
10,2200002494,0190506810101620,NEW,Retaining Ring Pn 10a4210x012,25-DN41-64SITZQ101,,,PC,ZSPR
10,2200002495,0190506810101630,NEW,Groove Pin Pn 1v326035072,25-DN41-64SITZQ101,,,PC,ZSPR
10,2200002496,0190506810101640,NEW,Plug Pn 32b4264x012,012,,,PC,ZSPR
10,2200002497,0190506810101650,NEW,"Anti-Extrusion Ring,Pn:21b9340x012",,,,PC,ZSPR
10,2200002498,0190506810101660,NEW,Seal Ring Pn Ge43850x012,25-DN43-64SITZQ101,,,PC,ZSPR
10,2200002397,0190506810101670,NEW,Gasket Pn 18a8274x012,012,,,PC,ZSPR
10,2200002398,0190506810101680,NEW,Gasket Pn 18a8275x012,012,,,PC,ZSPR
10,2200002399,0190506810101690,NEW,Steam Pn 15a9152x012,012,,,PC,ZSPR
10,2200002400,0190506810101700,NEW,Packing Kit Pn Rpackx00032,25-DN41-64SITZQ101,,,PC,ZSPR
10,2200002401,0190506810101710,NEW,Acuator Bushing:Seal Pn1r945614042,945614042,,,PC,ZSPR
10,2200002402,0190506810101720,NEW,Scraper Seal Pn1r946499012,946499012,,,PC,ZSPR
10,2200002403,0190506810101730,NEW,Repair Kit 585c Pn R585cx00042,00042,,,PC,ZSPR
10,2200002404,0190506810101740,NEW,"Cage Whisper 3,Pn, Gg14648x012",25-DN40-64SITZQ101,,,PC,ZSPR
10,2200002405,0190506810101750,NEW,"Seat Ring,Pn: 26a5292x012",012,,,PC,ZSPR
10,2200002406,0190506810101760,NEW,Hv-52105 A/B&Tv52106,52106,HV-52105A / HV-52105B / TV-52106,,PC,ZSPR
10,2200002407,0190506810101769,NEW,Hv 52105a/B Tv 52106,25-DN41-64SITZQ101,HV-52105A / HV-52105B / T- 52106,,PC,ZSPR
10,2200002408,0190506810101779,NEW,Tv 52105,52105,TV-52105,,PC,ZSPR
10,2200002409,0190506810101780,NEW,Complete Control Valve With Accesso (2),With,,,PC,ZSPR
10,2200002410,0190506810101789,NEW,Compelete Control Valve With Accessories,WITH,,,PC,ZSPR
10,2200002411,0190506810101790,NEW,Compelete Soft Repair Kit Temp .Up To 14,14,,,PC,ZSPR
10,2200002412,0190506810101800,NEW,Compelete Soft Rapair Kit Temp.Up To 149,149,,,PC,ZSPR
10,2200002413,0190506810101810,NEW,Complete Travel Sensor Kit,25-DN41-64SITZQ101,,,PC,ZSPR
10,2200002414,0190506810101820,NEW,Compelete Sensor Kit (1),SENSOR,,,PC,ZSPR
10,2200002415,0190506810101829,NEW,Compelete Sensor Kit (2),SENSOR,,,PC,ZSPR
10,2200002416,0190506810101830,NEW,Complete Control Valve With Accesso (1),52101, LV-52101,,PC,ZSPR
10,2200002417,0190506810101840,NEW,Spare Parts Compeletecontr.Valve Pv33804,33804,PV-33804,,PC,ZSPR
10,2200060815,0190506810101850,NEW,COMPLETE CONTROL VALVE WITH ACCESSORIES,33803,PV-33803A,,PC,ZSPR
10,2200002418,0190506810101860,NEW,Diaphragm For Sn/ Me 00096846,00096846,,,PC,ZSPR
10,2200002419,0190506810101870,NEW,Cage Whisper I For Me 00096846,00096846,,,PC,ZSPR
10,2200002420,0190506810101880,NEW,Seal Ring Spr Load For Sn Me 00096846,00096846,,,PC,ZSPR
10,2200002421,0190506810101890,NEW,Seat Ring For Sn Me00096846,00096846,,,PC,ZSPR
10,2200002422,0190506810101900,NEW,Plug/ Stem/Pn Assy For Sn/Me00096846,00096846,,,PC,ZSPR
10,2200002423,0190506810101910,NEW,Gasket Set For Sn Me00096846,00096846,,,PC,ZSPR
10,2200002424,0190506810101920,NEW,Packing Kit For Sn 00096846,00096846,,,PC,ZSPR
10,2200002425,0190506810101930,NEW,Complate Valve,COMPLATE,,,PC,ZSPR
10,2200002426,0190506810101940,NEW,Kit Repair 585 C S Z,585,,,PC,ZSPR
10,2200002427,0190506810101950,NEW,Complate Valve Pv 54001,25-DN40-64SITZQ101, PV-54001,,PC,ZSPR
10,2200002428,0190506810101960,NEW,Diphrgm For Sn F001028499,25-DN41-64SITZQ101,,,PC,ZSPR
10,2200002429,0190506810101970,NEW,Kit Repair For Sn F001028499,001028499,,,PC,ZSPR
10,2200002430,0190506810101980,NEW,Actuator Repair Kit For Sn F001028499,001028499,,,PC,ZSPR
10,2200002431,0190506810101990,NEW,Cage Eq % For Sn F001028499,001028499,,,PC,ZSPR
10,2200002432,0190506810102000,NEW,Gasket Set For Sn F001028499,001028499,,,PC,ZSPR
10,2200002433,0190506810102010,NEW,Plug/Stem/Pin Assyfor Sn F001028499,25-DN40-64SITZQ101,,,PC,ZSPR
10,2200002434,0190506810102020,NEW,Ring Back -Up For Sn/ F001028499,001028499,,,PC,ZSPR
10,2200002435,0190506810102030,NEW,Seal Ring For Sn F001028499,001028499,,,PC,ZSPR
10,2200002436,0190506810102040,NEW,Seat Ring For Sn F001028499,001028499,,,PC,ZSPR
10,2200002437,0190506810102050,NEW,Ring Piston For Sn F00102267,00102267,,,PC,ZSPR
10,2200002438,0190506810102060,NEW,Complete Body Spare Kit Sn F000520225,000520225,,,PC,ZSPR
10,2200002439,0190506810102070,NEW,Gasket Blind Flange For Sn F000520225,000520225,,,PC,ZSPR
10,2200002440,0190506810102140,NEW,Ring Back-Up Type 316 Me00096846,00096846,,,PC,ZSPR
10,2200002441,0190506810102150,NEW,Shaft Ring Retainingme00096846,00096846,,,PC,ZSPR
10,2200002442,0190506810102160,NEW,Ringsanti -Extrusion 0.3 .7/16port,25-DN40-64SITZQ101,,,PC,ZSPR
10,2200002443,0190506810102200,NEW,Control Valves Cv Gulde 2489826x012,012,,,PC,ZSPR
10,2200002444,0190506810102210,NEW,Control Valves Cv Gulde 100 A,100,,,PC,ZSPR
10,2200002445,0190506810102220,NEW,Control Valves Cv Gulde 12x8ew,8,,,PC,ZSPR
10,2200002446,0190506810102230,NEW,Control Valves Cv Gulde Rpackx00532,00532,,,PC,ZSPR
10,2200002447,0190506810102240,NEW,Control Valves Cv Gulde 3489827x012,012,,,PC,ZSPR
10,2200002346,0190506810102250,NEW,Control Valves Cv Guldestem/Pin Assy2,2,,,PC,ZSPR
10,2200002347,0190506810102260,NEW,Control Valves Cv Gulde Rpackx00032,00032,,,PC,ZSPR
10,2200002348,0190506810102270,NEW,Control Valves Cv Gulde 2n130902202,130902202,,,PC,ZSPR
10,2200002349,0190506810102280,NEW,Control Valves Cv Gulde R667x000722,000722,,,PC,ZSPR
10,2200002350,0190506810102290,NEW,Control Valves Cv Gulde R667x000702,000702,,,PC,ZSPR
10,2200002351,0190506810102300,NEW,Control Valves Cv Gulde 2u806748932,806748932,,,PC,ZSPR
10,2200002352,0190506810102310,NEW,Control Valves Cv Gulde Rgasketx222,222,,,PC,ZSPR
10,2200002353,0190506810102320,NEW,Control Valves Cv Gulde 11a5350x252,252,,,PC,ZSPR
10,2200002354,0190506810102330,NEW,Control Valves Cv Gulde 1v660105292,660105292,,,PC,ZSPR
10,2200002355,0190506810102340,NEW,Control Valves Cv Gulde 1v660105092,660105092,,,PC,ZSPR
10,2200002356,0190506810102350,NEW,Control Valves Cv Gulde 1u508039102,508039102,,,PC,ZSPR
10,2200002357,0190506810102360,NEW,Control Valves Cv Gulde 1389186x012,012,,,PC,ZSPR
10,2200002358,0190506810102370,NEW,Control Valves Cv Gulde Valve Body,VALVE,,,PC,ZSPR
10,2200002359,0190506810102380,NEW,Control Valves Cv Gulde Acyuator,GULDE,,,PC,ZSPR
10,2200061006,0190506810102390,NEW,complete control valve FV-52302A with ac,,,,PC,ZSPR
10,2200061380,0190506810102400,NEW,complete control valve FV-56001 with acc,,,,PC,ZSPR
10,2200062663,0190506810102410,NEW,Complete Control Valve LV-52601A,,,,PC,ZSPR
10,2200061007,0190506810102420,NEW,complete control valve FV-58001 with acc,,,,PC,ZSPR
10,2200062664,0190506810102430,NEW,Complete Control Valve LV-52601B,,,,PC,ZSPR
10,2200002360,0190506810102440,NEW,Spare Parts For Valves With Tag:Lv-5 (2),57012,LV-57012,,PC,ZSPR
10,2200002361,0190506810102450,NEW,Spare Parts For Vales With Tag:Lv5 (4),57012,LV-57012,,PC,ZSPR
10,2200002362,0190506810102460,NEW,Spare Parts For Vales With Tag:Lv5 (2),57012,LV-57012,,PC,ZSPR
10,2200002363,0190506810102470,NEW,Spare Parts For Vales With Tag:Lv5 (3),57012,LV-57012,,PC,ZSPR
10,2200002364,0190506810102480,NEW,Spare Parts For Vales With Tag:Lv5 (1),57012,LV-57012,,PC,ZSPR
10,2200002365,0190506810102490,NEW,Spare Parts For Vales With Tag:Lv5 (5),57012,LV-57012,,PC,ZSPR
10,2200002366,0190506810102500,NEW,Spare Parts For Vales With Tag:Hv (1),TAG,,,PC,ZSPR
10,2200002367,0190506810102510,NEW,Spare Parts For Vales With Tag:Hv (2),TAG,,,PC,ZSPR
10,2200002368,0190506810102520,NEW,"Spare Parts For Vales With Tag:Hv, S (1)",SN,,,PC,ZSPR
10,2200002369,0190506810102530,NEW,"Spare Parts For Vales With Tag:Hv, S (2)",SN,,,PC,ZSPR
10,2200002370,0190506810102540,NEW,"Spare Parts For Vales With Tag:Hv, S (3)",SN,,,PC,ZSPR
10,2200002371,0190506810102550,NEW,"Spare Parts For Vales With Tag:Hv, S (4)",SN,,,PC,ZSPR
10,2200002372,0190506810102560,NEW,"Spare Parts For Vales With Tag:Hv, S (5)",SN,,,PC,ZSPR
10,2200002373,0190506810102570,NEW,"Spare Parts For Vales With Tag:Hv, S (6)",SN,,,PC,ZSPR
10,2200002374,0190506810102580,NEW,"Spare Parts For Vales With Tag:Hv, S (7)",SN,,,PC,ZSPR
10,2200002375,0190506810102590,NEW,"Spare Parts For Vales With Tag:Hv, S (8)",SN,,,PC,ZSPR
10,2200002376,0190506810102600,NEW,"Spare Parts For Vales With Tag:Hv, S (9)",SN,,,PC,ZSPR
10,2200002377,0190506810102610,NEW,Control Valve (Cv) Gulde 10a5349*022,,,,PC,ZSPR
10,2200002378,0190506810102620,NEW,Control Valve (Cv) Gulde 10a5350*012,,,,PC,ZSPR
10,2200002379,0190506810102630,NEW,Control Valve (Cv) Gulde 23b6126*012,,,,PC,ZSPR
10,2200002380,0190506810102640,NEW,Control Valve (Cv) Gulde Ge43853*012,,,,PC,ZSPR
10,2200002381,0190506810102650,NEW,Control Valve (Cv) Gulde Rgasketx202,,,,PC,ZSPR
10,2200002382,0190506810102660,NEW,Control Valve (Cv) Gulde Rpackx00112,,,,PC,ZSPR
10,2200002383,0190506810108850,NEW,Spare Parts For Valves With Tag:Lv-5 (1),,,,PC,ZSPR
10,2200002384,0190506810120022,NEW,Oringitem4ofmatethylenepropylene31qx3,31X3,TV-52802,,PC,ZSPR
10,2200002385,0190506810120037,NEW,Oringitemof Matethyleneproplene19qx3,19X3,TV-52802,,PC,ZSPR
10,2200002386,0190506810120061,NEW,Guiding Bushintem10ofmatgg26sk1030801,ITEM 10,TV-52802,,PC,ZSPR
10,2200002387,0190506810120075,NEW,Baseringintem11ofmatgg26nb439616 (2),ITEM 11,TV-52802,,PC,ZSPR
10,2200002388,0190506810120099,NEW,Stuffingboxintem15 Of Mat11181nb249116,ITEM 15,TV-52802,,PC,ZSPR
10,2200002389,0190506810120110,NEW,O- Ring Viton 130*5 Mm,ITEM 4 O146X5,FV-52101,,PC,ZSPR
10,2200002390,0190506810120121,NEW,Oringitem5ofmatviton130qx5,ITEM 5,FV-52101,,PC,ZSPR
10,2200002391,0190506810120140,NEW,Baseringitem8of Matgg26 Sk 791701 (2),ITEM 14,FV-52101,,PC,ZSPR
10,2200002392,0190506810120169,NEW,Stuffing Box P.No:Sk-14184-01,ITEM 10,FV-52101,,PC,ZSPR
10,2200002393,0190506810120173,NEW,Valve Seatitem2of Mat14021stellited 34,ITEM 2,HV-52101,,PC,ZSPR
10,2200002394,0190506810120188,NEW,Oring Item4of Matvitan 86qx5,ITEM 4,HV-52101,,PC,ZSPR
10,2200002395,0190506810120197,NEW,Oring Item5of Matviton 72qx4,ITEM 5,HV-52101,,PC,ZSPR
10,2200002396,0190506810120200,NEW,Valve Stemitem13of Mat11181 2361201,ITEM 13,HV-52101,,PC,ZSPR
10,2200002295,0190506810120214,NEW,Base Ring Item8of Matgg26 Sk 906401,906401,HV-52101,,PC,ZSPR
10,2200002296,0190506810120229,NEW,Complete Set Packing Ringsitem905540x75o,25-DN45-64SITZQ101,HV-52101,,PC,ZSPR
10,2200002297,0190506810120233,NEW,Stuffing Boxxitem10 Of Mat 15053 Sk 9065,9065,HV-52101,,PC,ZSPR
10,2200002298,0190506810120248,NEW,Valve Coneitem6of Mat 17779 With Hardfac,17779,XV-52802,,PC,ZSPR
10,2200002299,0190506810120267,NEW,Guideingbushitem10of Mat Gg42 Sk887201,25-DN44-64SITZQ101,XV-52802,,PC,ZSPR
10,2200002300,0190506810120271,NEW,Base Ringitem11of Matgg26 Sk902003,25-DN45-64SITZQ101,XV-52802,,PC,ZSPR
10,2200002301,0190506810120295,NEW,Stuffing Boxitem15of Mat 15053sk 902103,902103,XV-52802,,PC,ZSPR
10,2200002302,0190506810120308,NEW,Lubricating Lantonitem13of Matgg26sk 137,25-DN44-64SITZQ101,XV-52802,,PC,ZSPR
10,2200002303,0190506810120312,NEW,Valve Stemitem4of Mat11181 Sk988501 Xv,988501,XV-52802,,PC,ZSPR
10,2200002304,0190506810120327,NEW,Base Ringitem5 Of Mat11181 Sk 988601 (1),988601,XV-52802,,PC,ZSPR
10,2200002305,0190506810120346,NEW,Set Lubricationg Pinsitem1250x25,25,XV-52802,,PC,ZSPR
10,2200002306,0190506810120351,NEW,Packink Ringsitem13of Mat Soft Iron020x1,1,XV-52802,,PC,ZSPR
10,2200002307,0190506810120390,NEW,"Guid Bush, Pn 14-206945",25-DN41-64SITZQ101,FV-56001,,PC,ZSPR
10,2200002308,0190506810120406,NEW,Base Ringitem11of Matgg26sk902001,902001,FV-56001,,PC,ZSPR
10,2200002309,0190506810120425,NEW,Stuffing Boxitem15of Mat15053 Sk902102,25-DN41-64SITZQ101,FV-56001,,PC,ZSPR
10,2200002310,0190506810120430,NEW,Oringitem4of Mat Viton 85qx5 Pv56002,56002,FV-56002,,PC,ZSPR
10,2200002311,0190506810120444,NEW,Valve Coneitem6of Mat11181akrit Metalll,25-DN42-64SITZQ101,FV-56002,,PC,ZSPR
10,2200002312,0190506810120463,NEW,Baseringitem11of Matgg26sk881401 (1),881401,FV-56002,,PC,ZSPR
10,2200002313,0190506810120482,NEW,Stuffing Boxitem15of Mat15053sk881501,881501,FV-56002,,PC,ZSPR
10,2200002314,0190506810120491,NEW,Complete Vpacking Ringset Pressure Risin,PRESSURE,FV-56002,,PC,ZSPR
10,2200002315,0190506810120505,NEW,Valveconeitem6ofmaterial11181akritmetal,11181,HV-56001,,PC,ZSPR
10,2200002316,0190506810120524,NEW,Guiding Bush Item10of Materialgg42sk (1),120,HV-56001,,PC,ZSPR
10,2200002317,0190506810120539,NEW,Baseringitem11of Material Gg26 Sk90 (1),25-DN45-64SITZQ101,HV-56001,,PC,ZSPR
10,2200002318,0190506810120543,NEW,Complset Packing Rings02618x4item121set,121,HV-56001,,PC,ZSPR
10,2200002319,0190506810120558,NEW,Stuffing Boxitem15of Material15053sk 902,25-DN45-64SITZQ101,HV-56001,,PC,ZSPR
10,2200002320,0190506810120562,NEW,Valve Seatitem2ofmaterial14401stellited,14401,HV-56002,,PC,ZSPR
10,2200002321,0190506810120577,NEW,Valve Cone Item6of Material11181 Akritme,11181,HV-56002,,PC,ZSPR
10,2200002322,0190506810120591,NEW,Guiding Bushitem10of Materialggg42 Ski20,25-DN45-64SITZQ101,HV-56002,,PC,ZSPR
10,2200002323,0190506810120602,NEW,Baseringitem11of Materialgg26 Sk90 (1),902001,HV-56002,,PC,ZSPR
10,2200002324,0190506810120617,NEW,Compiset Packing Setsitem12asbestos40,40,,,PC,ZSPR
10,2200002325,0190506810120621,NEW,Stuffing Box Item15of Material15053sk 90,90,,,PC,ZSPR
10,2200002326,0190506810120636,NEW,Valve Cone Item6of Material11181akrit M,11181,HV-56003,,PC,ZSPR
10,2200002327,0190506810120655,NEW,Guiding Bushitem10of Material Ggg42 Sk 1,1,HV-56003,,PC,ZSPR
10,2200002328,0190506810120660,NEW,Base Ring Item11of Materialgg26 Sk756801,756801,HV-56003,,PC,ZSPR
10,2200002329,0190506810120689,NEW,Stuffing Boxitem15of Material 15053sk 75,75,HV-56003,,PC,ZSPR
10,2200002330,0190506810120690,NEW,Valve Seat P.No:3z 3915-02,25-DN40-64SITZQ101,LV-57001,,PC,ZSPR
10,2200002331,0190506810120700,NEW,Valve Cone P.No:3z 3916-02,25-DN40-64SITZQ101,LV-57001,,PC,ZSPR
10,2200002332,0190506810120720,NEW,Guiding Bush Item10of Materialgg42sk (2),120,LV-57001,,PC,ZSPR
10,2200002333,0190506810120734,NEW,Base Ring Item11of Materialgg26 Nb439616,439616,LV-57001,,PC,ZSPR
10,2200002334,0190506810120749,NEW,Compiset Pakingsetsitem1240ptfe02013x3,3,LV-57001,,PC,ZSPR
10,2200002335,0190506810120753,NEW,Stuffing Box Item15ofmaterial15053 Nb249,25-DN42-64SITZQ101,LV-57001,,PC,ZSPR
10,2200002336,0190506810120768,NEW,Valve Seat Itemof Material14401stellit,25-DN44-64SITZQ101,HV-57011,,PC,ZSPR
10,2200002337,0190506810120772,NEW,Valve Coneitem6of Material11181akritmet,11181,HV-57011,,PC,ZSPR
10,2200002338,0190506810120796,NEW,Guiding Bushitem10of Materialggg 42sk120,25-DN45-64SITZQ101,HV-57011,,PC,ZSPR
10,2200002339,0190506810120809,NEW,Base Ring Item11of Materialgg26nb439616,25-DN46-64SITZQ101,HV-57011,,PC,ZSPR
10,2200002340,0190506810120813,NEW,Complset Packing Setsitem12asbestos40,40,HV-57011,,PC,ZSPR
10,2200002341,0190506810120828,NEW,Stuffing Box2tem15 Of Material15053 Nb 2,2,HV-57011,,PC,ZSPR
10,2200002342,0190506810120832,NEW,Valve Coneitem6of Material11181akvit Me,25-DN44-64SITZQ101,HV-57001,,PC,ZSPR
10,2200002343,0190506810120851,NEW,Guiding Bushitem10 Of Materialggg42  (1),1,HV-57001,,PC,ZSPR
10,2200002344,0190506810120866,NEW,Base Ringitem11of Materialgg26sk881401,881401,HV-57001,,PC,ZSPR
10,2200002345,0190506810120871,NEW,Compi Setpackingsets Item12asbestas Grap,25-DN412-64SITZQ101,HV-57001,,PC,ZSPR
10,2200002244,0190506810120885,NEW,Stuffing Boxitem15 Of Material 15053 Sk,15053,HV-57001,,PC,ZSPR
10,2200002245,0190506810120907,NEW,Valve Seatitem22of Material14401stellt,14401,HV-57007,,PC,ZSPR
10,2200002246,0190506810120911,NEW,Valve Coneitem6of Material11181akrit Met,25-DN47-64SITZQ101,HV-57007 / LV-57001,,PC,ZSPR
10,2200002247,0190506810120931,NEW,Guiding Bushitem10of Materialggg42 Sk 10,10,HV-57007,,PC,ZSPR
10,2200002248,0190506810120945,NEW,Base Ringitem11of Materialgg26 Nb49616,25-DN47-64SITZQ101,HV-57007,,PC,ZSPR
10,2200002249,0190506810120950,NEW,Compiset Packing Setsitem240ptfe 02013x,25-DN424-64SITZQ101,HV-57007,,PC,ZSPR
10,2200002250,0190506810120964,NEW,Stuffing Boxitem15 Of Material 11181 Nb,11181,HV-57007,,PC,ZSPR
10,2200002251,0190506810120979,NEW,Valve Seatitem2of Material 14401stellit,25-DN45-64SITZQ101,HV-57008,,PC,ZSPR
10,2200002252,0190506810120983,NEW,Valve Coneitem6 Of Material 11181 Akrit,11181,HV-57008,,PC,ZSPR
10,2200002253,0190506810121002,NEW,Guiding Bushitem10 Of Materialggg42  (2),1,HV-57008,,PC,ZSPR
